MOLECULE_CHEMBL_ID	MOLECULE_NAME	MOLECULE_TYPE	FIRST_APPROVAL	ATC_CODE	ATC_CODE_DESCRIPTION	USAN_STEM	MECHANISM_OF_ACTION	MECHANISM_COMMENT	SELECTIVITY_COMMENT	TARGET_CHEMBL_ID	TARGET_NAME	ACTION_TYPE	ORGANISM	TARGET_TYPE	SITE_NAME	BINDING_SITE_COMMENT	MECHANISM_REFS	CANONICAL_SMILES
CHEMBL2107067	Testosterone Undecanoate	Small molecule	2014	G03BA03	G03BA03 [GENITO URINARY SYSTEM AND SEX HORMONES: SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM: ANDROGENS: 3-oxoandrosten (4) derivatives]	-ster-	Androgen Receptor agonist			CHEMBL1871	Androgen Receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:FDA, SrcID:label/2014/022219s001lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/022219s001lbl.pdf	CCCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
CHEMBL52885	Enmd-981693	Small molecule					Fibroblast growth factor receptor inhibitor			CHEMBL2095217	Fibroblast growth factor receptor	INHIBITOR	Homo sapiens	PROTEIN FAMILY			Name:Other, SrcID:http://www.casipharmaceuticals.com/files/enmd_corporate_april_2008.pdf, URL:http://www.casipharmaceuticals.com/files/enmd_corporate_april_2008.pdf	Cn1cc(C2=C(C(=O)NC2=O)c3cn(C)c4cc(ccc34)[N+](=O)[O-])c5ccccc15
CHEMBL3545383	Rg-7167	Small molecule					Dual specificity mitogen-activated protein kinase kinase; MEK1/2 inhibitor			CHEMBL2111289	Dual specificity mitogen-activated protein kinase kinase; MEK1/2	INHIBITOR	Homo sapiens	PROTEIN FAMILY			Name:Other, SrcID:http://www.roche.com/genentech_oncology_r_d.pdf, URL:http://www.roche.com/genentech_oncology_r_d.pdf	
CHEMBL2110732	Dacomitinib	Small molecule				-tinib	Epidermal growth factor receptor inhibitor			CHEMBL2363049	Epidermal growth factor receptor	INHIBITOR	Homo sapiens	PROTEIN FAMILY			Name:Other, SrcID:https://www.pfizer.com/files/news/esmo/dacomitinib_fact_sheet.pdf, URL:https://www.pfizer.com/files/news/esmo/dacomitinib_fact_sheet.pdf|Name:PubMed, SrcID:24501009, URL:http://europepmc.org/abstract/MED/24501009	COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN4CCCCC4
CHEMBL3544960	At-13148	Small molecule					MAP kinase-activated protein kinase 2 inhibitor			CHEMBL2208	MAP kinase-activated protein kinase 2	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:25840982, URL:http://europepmc.org/abstract/MED/25840982|Name:PubMed, SrcID:22781553, URL:http://europepmc.org/abstract/MED/22781553|Name:Other, SrcID:http://www.astx.com/pipeline/products/clinical, URL:http://www.astx.com/pipeline/products/clinical	NC[C@@](O)(c1ccc(Cl)cc1)c2ccc(cc2)c3cn[nH]c3
CHEMBL422872	Azd-4769	Small molecule					Epidermal growth factor receptor erbB1 inhibitor	No further data/studies for the compound found.		CHEMBL203	Epidermal growth factor receptor erbB1	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:Other, SrcID:http://adisinsight.springer.com/drugs/800024847, URL:http://adisinsight.springer.com/drugs/800024847	OC(=O)CSC(CCCc1ccccc1)c2ccc(OCc3ccc4ccccc4n3)cc2
CHEMBL482967	Cyc-116	Small molecule					Vascular endothelial growth factor receptor 2 inhibitor	Pan-Aurora kinase inhibitor		CHEMBL279	Vascular endothelial growth factor receptor 2	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:26345296, URL:http://europepmc.org/abstract/MED/26345296|Name:PubMed, SrcID:20462263, URL:http://europepmc.org/abstract/MED/20462263	Cc1nc(N)sc1c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2
CHEMBL3545365	Altiratinib	Small molecule				-tinib	Tyrosine-protein kinase TIE-2 inhibitor			CHEMBL4128	Tyrosine-protein kinase TIE-2	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:Other, SrcID:http://www.deciphera.com/pipeline, URL:http://www.deciphera.com/pipeline|Name:PubMed, SrcID:26285778, URL:http://europepmc.org/abstract/MED/26285778	Fc1ccc(NC(=O)C2(CC2)C(=O)Nc3cc(F)c(Oc4ccnc(NC(=O)C5CC5)c4)cc3F)cc1
CHEMBL3545365	Altiratinib	Small molecule				-tinib	Neurotrophic tyrosine kinase receptor inhibitor			CHEMBL3559684	Neurotrophic tyrosine kinase receptor	INHIBITOR	Homo sapiens	PROTEIN FAMILY			Name:Other, SrcID:http://www.deciphera.com/pipeline, URL:http://www.deciphera.com/pipeline|Name:PubMed, SrcID:26285778, URL:http://europepmc.org/abstract/MED/26285778	Fc1ccc(NC(=O)C2(CC2)C(=O)Nc3cc(F)c(Oc4ccnc(NC(=O)C5CC5)c4)cc3F)cc1
CHEMBL3301577	Ipafricept	Protein				-cept	Frizzled-8 antagonist	mAB		CHEMBL3559689	Frizzled-8	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:25172549, URL:http://europepmc.org/abstract/MED/25172549	
CHEMBL2107872	Delcasertib	Protein				-sertib	Protein kinase C delta inhibitor			CHEMBL2996	Protein kinase C delta	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:24796339, URL:http://europepmc.org/abstract/MED/24796339|Name:PubMed, SrcID:21712433, URL:http://europepmc.org/abstract/MED/21712433	
CHEMBL3545159	R-333	Small molecule					Tyrosine-protein kinase SYK inhibitor	Active metabolite of R-348		CHEMBL2599	Tyrosine-protein kinase SYK	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:Other, SrcID:http://www.rigel.com/index.php/pipeline/, URL:http://www.rigel.com/index.php/pipeline/	
CHEMBL3545026	Famitinib	Small molecule				-tinib	Vascular endothelial growth factor receptor 3 inhibitor	Multi-targeted receptor tyrosine kinase inhibitor		CHEMBL1955	Vascular endothelial growth factor receptor 3	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DOI, SrcID:10.1158/1538-7445.AM2011-3604, URL:http://cancerres.aacrjournals.org/content/71/8_Supplement/3604|Name:PubMed, SrcID:24043137, URL:http://europepmc.org/abstract/MED/24043137	
CHEMBL1631540	Gsk163090	Small molecule					Serotonin 1d (5-HT1d) receptor antagonist			CHEMBL1983	Serotonin 1d (5-HT1d) receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:21053897, URL:http://europepmc.org/abstract/MED/21053897	Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc(c4)N5CCNC5=O)CC3
CHEMBL3545222	Azd8683	Small molecule					Muscarinic acetylcholine receptor M3 antagonist			CHEMBL245	Muscarinic acetylcholine receptor M3	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:24144851, URL:http://europepmc.org/abstract/MED/24144851	
CHEMBL3545367	Lemborexant	Small molecule					Orexin receptor 1 antagonist			CHEMBL5113	Orexin receptor 1	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:Other, SrcID:http://www.eisai.com/pdf/eir/erepo/epipeline.pdf, URL:http://www.eisai.com/pdf/eir/erepo/epipeline.pdf	Cc1ncc(OC[C@]2(C[C@H]2C(=O)Nc3ccc(F)cn3)c4cccc(F)c4)c(C)n1
CHEMBL3545408	Naltalimide	Small molecule				nal-	Mu opioid receptor partial agonist	Centrally acting, selective for OPRM1 but also potent agonist at OPRD1 and OPRK1		CHEMBL233	Mu opioid receptor	PARTIAL AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:24928951, URL:http://europepmc.org/abstract/MED/24928951	Oc1ccc2CC3N(CC4CC4)CC[C@@]56C(Oc1c25)[C@@H](CC[C@@]36O)N7C(=O)c8ccccc8C7=O
CHEMBL3545037	Stx107	Small molecule					Metabotropic glutamate receptor 5 negative allosteric modulator			CHEMBL3227	Metabotropic glutamate receptor 5	NEGATIVE ALLOSTERIC MODULATOR	Homo sapiens	SINGLE PROTEIN			Name:PMC, SrcID:PMC172159, URL:http://www.ncbi.nlm.nih.gov/pmc/articles/PMC172159/	
CHEMBL3545107	Grc-6211	Small molecule					Vanilloid receptor antagonist			CHEMBL4794	Vanilloid receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:21804597, URL:http://europepmc.org/abstract/MED/21804597|Name:PubMed, SrcID:19010489, URL:http://europepmc.org/abstract/MED/19010489	
CHEMBL3707249	Asm-024	Small molecule					Neuronal acetylcholine receptor; alpha3/beta4 antagonist	ASM-024 displays both antagonistic and agonistic activity on CHRNA7, is thought to be a so called "a7 silent agonist": produce little or no CHRNA7 channel activation on its own but effectively activate the ion channel when combined with the type II positive allosteric modulator (PAM) PNU-120596. (A minimal pharmacophore for a nicotinic alpha7 silent agonist, relevance for the therapeutic development of treatments for asthma Poster#: 224.06/C24. Neuroscience Meeting Planner. New Orleans, LA: Soci		CHEMBL1907594	Neuronal acetylcholine receptor; alpha3/beta4	ANTAGONIST	Homo sapiens	PROTEIN COMPLEX			Name:PubMed, SrcID:24465890, URL:http://europepmc.org/abstract/MED/24465890|Name:PubMed, SrcID:25799096, URL:http://europepmc.org/abstract/MED/25799096	
CHEMBL3707249	Asm-024	Small molecule					Muscarinic acetylcholine receptor M2 antagonist	ASM-024 displays both antagonistic and agonistic activity on CHRNA7, is thought to be a so called "a7 silent agonist": produce little or no CHRNA7 channel activation on its own but effectively activate the ion channel when combined with the type II positive allosteric modulator (PAM) PNU-120596. (A minimal pharmacophore for a nicotinic alpha7 silent agonist, relevance for the therapeutic development of treatments for asthma Poster#: 224.06/C24. Neuroscience Meeting Planner. New Orleans, LA: Soci		CHEMBL211	Muscarinic acetylcholine receptor M2	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:24465890, URL:http://europepmc.org/abstract/MED/24465890|Name:PubMed, SrcID:25799096, URL:http://europepmc.org/abstract/MED/25799096	
CHEMBL290352	Cep-1347	Small molecule					Mitogen-activated protein kinase kinase kinase 10 inhibitor	CEP-1347 inhibits c-Jun N-terminal kinase signaling pathway by inhibition of mixed lineage kinases (MLKs), upstreams and known activators of JNK signaling.		CHEMBL2873	Mitogen-activated protein kinase kinase kinase 10	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:15023353, URL:http://europepmc.org/abstract/MED/15023353|Name:PubMed, SrcID:11325962, URL:http://europepmc.org/abstract/MED/11325962|Name:PubMed, SrcID:18714982, URL:http://europepmc.org/abstract/MED/18714982	CCSCc1ccc2c(c1)c3c4CNC(=O)c4c5c6cc(CSCC)ccc6n7[C@H]8C[C@](O)(C(=O)OC)[C@](C)(O8)n2c3c57
CHEMBL1241855	Rigosertib	Small molecule				-sertib	Proteinase-activated receptor 1 inhibitor	Allosteric inhibitor, does not interact with ATP binidng site. May act by binding to c-Raf and indirectly suppress PI3K and Plk1 pathways. PMID: 24493827 and http://www.onconova.com/product-pipeline/rigosertib.php.		CHEMBL3974	Proteinase-activated receptor 1	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:19198627, URL:http://europepmc.org/abstract/MED/19198627|Name:PubMed, SrcID:24493827, URL:http://europepmc.org/abstract/MED/24493827|Name:Other, SrcID:http://www.onconova.com/product-pipeline/rigosertib.php, URL:http://www.onconova.com/product-pipeline/rigosertib.php	COc1cc(OC)c(\C=C\S(=O)(=O)Cc2ccc(OC)c(NCC(=O)O)c2)c(OC)c1
CHEMBL2110732	Dacomitinib	Small molecule				-tinib	Epidermal growth factor receptor erbB1 inhibitor	Dacomitinib is an irreversible pan-ERBB inhibitor.		CHEMBL203	Epidermal growth factor receptor erbB1	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:Other, SrcID:https://www.pfizer.com/files/news/esmo/dacomitinib_fact_sheet.pdf, URL:https://www.pfizer.com/files/news/esmo/dacomitinib_fact_sheet.pdf|Name:PubMed, SrcID:18089823, URL:http://europepmc.org/abstract/MED/18089823	COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN4CCCCC4
CHEMBL608533	Midostaurin	Small molecule		L01XE39	L01XE39 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Protein kinase inhibitors]		Platelet-derived growth factor receptor inhibitor	Multi-kinase inhibitor		CHEMBL2095189	Platelet-derived growth factor receptor	INHIBITOR	Homo sapiens	PROTEIN COMPLEX			Name:PubMed, SrcID:16969355, URL:http://europepmc.org/abstract/MED/16969355|Name:PubMed, SrcID:12124173, URL:http://europepmc.org/abstract/MED/12124173	CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35)N(C)C(=O)c9ccccc9
CHEMBL2108312	Ozarelix	Protein				-relix	Gonadotropin-releasing hormone receptor antagonist			CHEMBL1855	Gonadotropin-releasing hormone receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:7915036, URL:http://www.ncbi.nlm.nih.gov/pubmed/?term=7915036|Name:PubMed, SrcID:20623634, URL:http://europepmc.org/abstract/MED/20623634	
CHEMBL1922660	Fiboflapon	Small molecule				-flapon	5-lipoxygenase activating protein inhibitor			CHEMBL4550	5-lipoxygenase activating protein	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:20519143, URL:http://europepmc.org/abstract/MED/20519143|Name:PubMed, SrcID:24333186, URL:http://europepmc.org/abstract/MED/24333186	CCOc1ccc(cn1)c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5ccc(C)cn5)ccc34)cc2
CHEMBL435224	Lapaquistat Acetate	Small molecule				-stat	Squalene synthetase inhibitor			CHEMBL3338	Squalene synthetase	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:21518985, URL:http://europepmc.org/abstract/MED/21518985	COc1cccc([C@H]2O[C@H](CC(=O)N3CCC(CC(=O)O)CC3)C(=O)N(CC(C)(C)COC(=O)C)c4ccc(Cl)cc24)c1OC
CHEMBL3301595	Dasotraline	Small molecule				-traline	Monoamine transporter inhibitor	Dopamine and norepinephrine reuptake inhibitor Dasotraline acts as a potent inhibitor of human DA transporters (DAT; dopamine uptake IC50 3¿nM) and NE transporters (NET; norepinephrine uptake IC50 4¿nM), and a weaker inhibitor of human serotonin transporters (SERT; serotonin uptake IC50 15¿nM)		CHEMBL2363064	Monoamine transporter	INHIBITOR	Homo sapiens	PROTEIN FAMILY			Name:PubMed, SrcID:25948101, URL:http://europepmc.org/abstract/MED/25948101	N[C@@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc13
CHEMBL2105721	Nivocasan	Small molecule				-casan	Caspase-9 inhibitor	Irreversible inhibitor		CHEMBL2273	Caspase-9	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:21667042, URL:http://europepmc.org/abstract/MED/21667042	CC(C)[C@]1(CC(=NO1)c2nccc3ccccc23)C(=O)N[C@H]4CC(=O)O[C@]4(O)CF
CHEMBL2108678	Nesvacumab	Antibody				-mab	Angiopoietin-2 inhibitor	It blocks the binding of Ang2 (an important regulator of tumor angiogenesis and growth) to Tie 2 (with an IC50 of approximately 60 pmol/L) decreasing its activity, which causes inhibition of tumor growth. Ang2 expression is upregulated in a range of human cancers, and high levels of circulating Ang2 are associated with a poor prognosis.	high-affinity binding (KD ~ 18 pmol/L for human Ang2)	CHEMBL3580489	Angiopoietin-2	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:23149917, URL:http://europepmc.org/abstract/MED/23149917|Name:PubMed, SrcID:26490310, URL:http://europepmc.org/abstract/MED/26490310	
CHEMBL2109308	Oncolysin B	Antibody					B-lymphocyte antigen CD19 binding agent	Immunotoxin		CHEMBL3390821	B-lymphocyte antigen CD19	BINDING AGENT	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:14692524, URL:http://europepmc.org/abstract/MED/14692524	
CHEMBL1510	Eletriptan	Small molecule	2002	N02CC06	N02CC06 [NERVOUS SYSTEM: ANALGESICS: ANTIMIGRAINE PREPARATIONS: Selective serotonin (5HT1) agonists]	-triptan	Serotonin 1f (5-HT1f) receptor agonist		Selective	CHEMBL1805	Serotonin 1f (5-HT1f) receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:FDA, SrcID:label/2011/021016s018lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021016s018lbl.pdf	CN1CCC[C@@H]1Cc2c[nH]c3ccc(CCS(=O)(=O)c4ccccc4)cc23
CHEMBL811	Brompheniramine	Small molecule	1957	R06AB51; R06AB01	R06AB51 [RESPIRATORY SYSTEM: ANTIHISTAMINES FOR SYSTEMIC USE: ANTIHISTAMINES FOR SYSTEMIC USE: Substituted alkylamines]; R06AB01 [RESPIRATORY SYSTEM: ANTIHISTAMINES FOR SYSTEMIC USE: ANTIHISTAMINES FOR SYSTEMIC USE: Substituted alkylamines]		Histamine H1 receptor antagonist			CHEMBL231	Histamine H1 receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:6128358, URL:http://europepmc.org/abstract/MED/6128358	CN(C)CCC(c1ccc(Br)cc1)c2ccccn2
CHEMBL1201335	Glycopyrrolate	Small molecule	1961			-ium	Muscarinic acetylcholine receptor M1 antagonist	Role in regulating gastric secretion, M1 likely involved		CHEMBL216	Muscarinic acetylcholine receptor M1	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=d200bd44-9856-4104-a29e-a4cca3db6737, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d200bd44-9856-4104-a29e-a4cca3db6737|Name:PubMed, SrcID:10385241, URL:http://europepmc.org/abstract/MED/10385241|Name:ISBN, SrcID:9780702034718 PP. 153, URL:http://www.isbnsearch.org/isbn/9780702034718	C[N+]1(C)CCC(C1)OC(=O)C(O)(C2CCCC2)c3ccccc3
CHEMBL24	Atenolol	Small molecule	1981	C07AB03	C07AB03 [CARDIOVASCULAR SYSTEM: BETA BLOCKING AGENTS: BETA BLOCKING AGENTS: Beta blocking agents, selective]	-olol	Beta-1 adrenergic receptor antagonist			CHEMBL213	Beta-1 adrenergic receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=f36d4ed3-dcbb-4465-9fa6-1da811f555e6, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f36d4ed3-dcbb-4465-9fa6-1da811f555e6	CC(C)NCC(O)COc1ccc(CC(=O)N)cc1
CHEMBL1464	Warfarin	Small molecule	1954	B01AA03	B01AA03 [BLOOD AND BLOOD FORMING ORGANS: ANTITHROMBOTIC AGENTS: ANTITHROMBOTIC AGENTS: Vitamin K antagonists]	-farin	Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor			CHEMBL1930	Vitamin k epoxide reductase complex subunit 1 isoform 1	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:14765195, URL:http://europepmc.org/abstract/MED/14765195|Name:DailyMed, SrcID:setid=ba41b963-ec4a-4421-ac93-26654876a6be#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ba41b963-ec4a-4421-ac93-26654876a6be#nlm34090-1	CC(=O)CC(C1=C(O)c2ccccc2OC1=O)c3ccccc3
CHEMBL1237021	Lurasidone	Small molecule	2010	N05AE05	N05AE05 [NERVOUS SYSTEM: PSYCHOLEPTICS: ANTIPSYCHOTICS: Indole derivatives]	-sidone	Serotonin 2a (5-HT2a) receptor antagonist			CHEMBL224	Serotonin 2a (5-HT2a) receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=88a244d1-eddb-499c-bee2-e1f49056e78f, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=88a244d1-eddb-499c-bee2-e1f49056e78f	O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1C[C@@H]4CCCC[C@H]4CN5CCN(CC5)c6nsc7ccccc67
CHEMBL1514	Levomethadyl Acetate	Small molecule	1993	N07BC03	N07BC03 [NERVOUS SYSTEM: OTHER NERVOUS SYSTEM DRUGS: DRUGS USED IN ADDICTIVE DISORDERS: Drugs used in opioid dependence]		Mu opioid receptor agonist			CHEMBL233	Mu opioid receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:9707384, URL:http://europepmc.org/abstract/MED/9707384	CC[C@H](OC(=O)C)C(C[C@H](C)N(C)C)(c1ccccc1)c2ccccc2
CHEMBL1025	Isoflurophate	Small molecule	1957	S01EB07	S01EB07 [SENSORY ORGANS: OPHTHALMOLOGICALS: ANTIGLAUCOMA PREPARATIONS AND MIOTICS: Parasympathomimetics]		Acetylcholinesterase inhibitor			CHEMBL220	Acetylcholinesterase	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:13016741, URL:http://europepmc.org/abstract/MED/13016741|Name:PubMed, SrcID:6007355, URL:http://europepmc.org/abstract/MED/6007355	CC(C)OP(=O)(F)OC(C)C
CHEMBL1683	Hydrocortisone Butyrate	Small molecule	1982	D07AB02	D07AB02 [DERMATOLOGICALS: CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS: CORTICOSTEROIDS, PLAIN: Corticosteroids, moderately potent (group II)]	-cort-	Glucocorticoid receptor agonist			CHEMBL2034	Glucocorticoid receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:16980198, URL:http://europepmc.org/abstract/MED/16980198|Name:PubMed, SrcID:16895953, URL:http://europepmc.org/abstract/MED/16895953|Name:PubMed, SrcID:17038445, URL:http://europepmc.org/abstract/MED/17038445|Name:PubMed, SrcID:17086345, URL:http://europepmc.org/abstract/MED/17086345	CCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(=O)CO
CHEMBL3545985	Benzphetamine	Small molecule	1960				Norepinephrine transporter releasing agent			CHEMBL222	Norepinephrine transporter	RELEASING AGENT	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:10605627, URL:http://europepmc.org/abstract/MED/10605627|Name:PubMed, SrcID:7902561, URL:http://europepmc.org/abstract/MED/7902561|Name:DailyMed, SrcID:setid=e95dfb31-8365-498d-91ea-79738033f905#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e95dfb31-8365-498d-91ea-79738033f905#nlm34090-1	C[C@@H](Cc1ccccc1)N(C)Cc2ccccc2
CHEMBL1201258	Pemetrexed	Small molecule	2004	L01BA04	L01BA04 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: ANTIMETABOLITES: Folic acid analogues]	-trexed	GAR transformylase inhibitor			CHEMBL3972	GAR transformylase	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=f5a860f3-37ec-429c-ae04-9c88d7c55c08#section-13, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f5a860f3-37ec-429c-ae04-9c88d7c55c08#section-13	NC1=Nc2[nH]cc(CCc3ccc(cc3)C(=O)N[C@H](CCC(=O)O)C(=O)O)c2C(=O)N1
CHEMBL1433	Doxycycline	Small molecule	1967	J01AA02; A01AB22	J01AA02 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIBACTERIALS FOR SYSTEMIC USE: TETRACYCLINES: Tetracyclines]; A01AB22 [ALIMENTARY TRACT AND METABOLISM: STOMATOLOGICAL PREPARATIONS: STOMATOLOGICAL PREPARATIONS: Antiinfectives and antiseptics for local oral treatment]	-cycline	Matrix metalloproteinase 13 inhibitor	It is an antibiotic, however, its primary action, due to the concentration reached in the human body is via metalloproteinases inhibition, which is beneficial in many pathological conditions in which MMP-mediated proteolysis of the extracellular matrix (ECM) contributes to the pathogenesis, such as heart remodeling, tumor invasion, and inflammation		CHEMBL280	Matrix metalloproteinase 13	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=3105a84b-655e-4940-9d11-4209cdb05d6b, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3105a84b-655e-4940-9d11-4209cdb05d6b|Name:PubMed, SrcID:20370419, URL:http://europepmc.org/abstract/MED/20370419|Name:PubMed, SrcID:20592239, URL:http://europepmc.org/abstract/MED/20592239|Name:PubMed, SrcID:17199549, URL:http://europepmc.org/abstract/MED/17199549	C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=C(C(=O)N)C(=O)[C@@]3(O)C(=C2C(=O)c4c(O)cccc14)O)O
CHEMBL1200598	Diethylstilbestrol Diphosphate	Small molecule	1982	L02AA04	L02AA04 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ENDOCRINE THERAPY: HORMONES AND RELATED AGENTS: Estrogens]	-estr-	Estrogen receptor agonist			CHEMBL2093866	Estrogen receptor	AGONIST	Homo sapiens	PROTEIN FAMILY			Name:ISBN, SrcID:9780702034718 PP. 683, URL:http://www.isbnsearch.org/isbn/9780702034718	CC\C(=C(\CC)/c1ccc(OP(=O)(O)O)cc1)\c2ccc(OP(=O)(O)O)cc2
CHEMBL154	Naproxen	Small molecule	1976	M02AA12; G02CC02; M01AE02	M02AA12 [MUSCULO-SKELETAL SYSTEM: TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN: TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN: Antiinflammatory preparations, non-steroids for topical use]; G02CC02 [GENITO URINARY SYSTEM AND SEX HORMONES: OTHER GYNECOLOGICALS: OTHER GYNECOLOGICALS: Antiinflammatory products for vaginal administration]; M01AE02 [MUSCULO-SKELETAL SYSTEM: ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS: ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS: Propionic acid derivatives]		Cyclooxygenase inhibitor			CHEMBL2094253	Cyclooxygenase	INHIBITOR	Homo sapiens	PROTEIN FAMILY			Name:PubMed, SrcID:17604186, URL:http://europepmc.org/abstract/MED/17604186|Name:PubMed, SrcID:17607546, URL:http://europepmc.org/abstract/MED/17607546|Name:PubMed, SrcID:17612049, URL:http://europepmc.org/abstract/MED/17612049|Name:PubMed, SrcID:17521299, URL:http://europepmc.org/abstract/MED/17521299	COc1ccc2cc(ccc2c1)[C@H](C)C(=O)O
