PARENT_MOLREGNO	CHEMBL_ID	SYNONYMS	DEVELOPMENT_PHASE	RESEARCH_CODES	APPLICANTS	USAN_STEM	USAN_STEM_DEFINITION	USAN_STEM_SUBSTEM	USAN_YEAR	FIRST_APPROVAL	ATC_CODE	ATC_CODE_DESCRIPTION	INDICATION_CLASS	SC_PATENT	DRUG_TYPE	RULE_OF_FIVE	FIRST_IN_CLASS	CHIRALITY	PRODRUG	ORAL	PARENTERAL	TOPICAL	BLACK_BOX	AVAILABILITY_TYPE	WITHDRAWN_YEAR	WITHDRAWN_COUNTRY	WITHDRAWN_REASON	CANONICAL_SMILES
1380392	CHEMBL2108126	Psyllium Husk (USP);	3			#NAME?	quaternary ammonium derivatives	#NAME?					Laxative		Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1382028	CHEMBL2109588	Ca2	3	CA2; cA2											Antibody	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381721	CHEMBL2109281	Rg-7600	1	RG-7600											Antibody	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380142	CHEMBL2107876	"Condoliase (INN, USAN);"	3	SI-6603		#NAME?	enzymes	#NAME?	2011						Enzyme	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1382015	CHEMBL2109575	Biib-015	1	BIIB-015											Antibody	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380866	CHEMBL2108600	Lenefilcon A (USAN);	0			#NAME?	hydrophilic contact lens materials	#NAME?	2001						Polymer	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381362	CHEMBL2109096	"Eufauserase (BAN, INN);"	0	PHM-101		#NAME?	enzymes	#NAME?							Enzyme	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380957	CHEMBL2108691	"Somidobove (BAN, INN, USAN);"	0	EL-349		som-	growth hormone derivatives: bovine somatotropin derivatives	som-(-bove)	1989				"Hormone (growth, synthetic bovine)"		Oligopeptide	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381410	CHEMBL2109144	Methacrylic Acid Copolymer (NF);	0										Pharmaceutic Aid (tablet coating agent)		Polymer	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1382078	CHEMBL2109638	Mga-271	1	MGA-271											Antibody	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381914	CHEMBL2109474	Trx-1	2	TRX-1											Antibody	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1382083	CHEMBL2109643	F19 131I	3	BIBH-1; F19											Antibody	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381375	CHEMBL2109109	Bisacodyl Tannex (USAN);	0						1963				Laxative		Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380139	CHEMBL2107873	"Vonicog Alfa (INN, USAN);"	0	BAX-111					2011						Oligopeptide	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381395	CHEMBL2109129	Leukocyte Typing Serum (USP);	0										"Diagnostic Aid (blood, in vitro)"		Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380397	CHEMBL2108131	Plasminogen (BAN);	3												Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380555	CHEMBL2108289	Altumomab (INN);	0			#NAME?	monoclonal antibodies	#NAME?							Antibody	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380326	CHEMBL2108060	Vitespen (USAN);	3	HSPPC-96					2006						Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380842	CHEMBL2108576	"Bapineuzumab (INN, USAN);"	3	"3D-6; AAB-001; AAB-001, Humanized 3D-6 Monoclonal Antibody"		#NAME?	monoclonal antibodies: neurologic indications	-mab(-ne(r)-)	2004						Antibody	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380431	CHEMBL2108165	Valerian (NF);	3			#NAME?	ryanodine receptor modulators 	#NAME?							Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380858	CHEMBL2108592	"Epitumomab Cituxetan (BAN, INN);"	1			#NAME?	monoclonal antibodies	#NAME?							Antibody	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381204	CHEMBL2108938	"Cadexomer Iodine (BAN, INN, USAN);"	4			#NAME?	polymers	#NAME?	1986		D03AX01	D03AX01 [DERMATOLOGICALS: PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS: CICATRIZANTS: Other cicatrizants]	Antiseptic; Anti-Ulcerative		Oligosaccharide	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381729	CHEMBL2109289	Imciromab in111	4	R1D10						1996					Antibody	Y	N	Single Stereoisomer	N	N	Y	N	N	Unknown				
1381447	CHEMBL2109181	"Nebacumab (BAN, INN, USAN);"	4	Septomonab; HA-1A; Centoxin		#NAME?	monoclonal antibodies	#NAME?	1993	1991	J06BC01	J06BC01 [ANTIINFECTIVES FOR SYSTEMIC USE: IMMUNE SERA AND IMMUNOGLOBULINS: IMMUNOGLOBULINS: Other immunoglobulins]	Monoclonal Antibody (anti-endotoxin)		Antibody	Y	N	Single Stereoisomer	N	N	Y	N	N	Withdrawn	1993	United Kingdom; Spain		
1380333	CHEMBL2108067	Paflufocon A (USAN);	0			#NAME?	hydrophobic contact lens materials	#NAME?	1987						Polymer	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381687	CHEMBL2109247	Lby-135	1	LBY-135											Antibody	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380648	CHEMBL2108382	Iso-Alcoholic Elixir (NF);	0												Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381767	CHEMBL2109327	Csl-360	1	CSL-360											Antibody	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381952	CHEMBL2109512	Mcs-110	0	MCS-110											Antibody	Y	N	Single Stereoisomer	N	N	Y	N	N	Unknown				
1381415	CHEMBL2109149	"Gonadotrophin, Serum (BAN, DCF, INN, JAN); Serum gonadotrophin (INN);"	0			-trop-	atropine derivatives	-trop-			G03GA03	G03GA03 [GENITO URINARY SYSTEM AND SEX HORMONES: SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM: GONADOTROPINS AND OTHER OVULATION STIMULANTS: Gonadotropins]			Oligopeptide	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380107	CHEMBL2107841	"Albiglutide (FDA, INN, USAN);"	4	GSK716155		#NAME?	peptides: GLP peptide analogs	#NAME?	2007	2014	A10BJ04	"A10BJ04 [ALIMENTARY TRACT AND METABOLISM: DRUGS USED IN DIABETES: BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS: Glucagon-like peptide-1 (GLP-1) analogues]"			Oligopeptide	Y	N	Single Stereoisomer	N	N	Y	N	Y	Prescription-only				
1381396	CHEMBL2109130	"Macrosalb (131I) (BAN, INN);"	0			-sal-	anti-inflammatory agents (salicylic acid derivatives)	-sal-							Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381112	CHEMBL2108846	Carbomer Interpolymer (NF);	0			#NAME?	polymers	#NAME?							Polymer	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381402	CHEMBL2109136	Mono- And Di-Glycerides (NF);	0										Pharmaceutic Aid (emulsifying agent)		Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380903	CHEMBL2108637	Radotermin (INN);	0			#NAME?	growth factors: bone morphogenetic proteins	#NAME?							Oligopeptide	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380992	CHEMBL2108726	"Technetium TC-99M Tilmanocept (USAN, FDA);"	4	1600	Navidea Biopharmaceuticals Inc				2010	2013	V09IA09	V09IA09 [VARIOUS: DIAGNOSTIC RADIOPHARMACEUTICALS: TUMOUR DETECTION: Technetium (99mTc) compounds]		US-6409990-B1	Oligosaccharide	Y	N	Single Stereoisomer	N	N	Y	N	N	Prescription-only				
1381475	CHEMBL2109209	Maritime Pine Extract (NF);	0												Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380502	CHEMBL2108236	"Capsicum (JAN, USP);"	4										Carminative; Stomachic; Counterirritant (external)		Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381740	CHEMBL2109300	Gsk-933776	2	GSK933776											Antibody	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380786	CHEMBL2108520	"Goldenseal, Powdered (NF);"	0												Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380379	CHEMBL2108113	"Sesame Oil (JAN, NF);"	3										"Pharmaceutic Aid (solvent); Pharmaceutic Aid (vehicle, oleaginous)"		Natural Product-derived	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381805	CHEMBL2109365	Hupam4	1	HuPAM4; huPAM4											Antibody	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
27604	CHEMBL653	"Nizatidine (BAN, FDA, INN, JAN, USAN, USP);"	4	LY-139037	Apotex Inc; Pfizer Inc; Mylan Pharmaceuticals Inc.; Smithkline Beecham Corp Dba Glaxosmithkline; Dr Reddys Laboratories Ltd; Watson Laboratories Inc; Amneal Pharmaceuticals; Sandoz Inc; Braintree Laboratories Inc; Glenmark Generics Inc Usa	#NAME?	H2-receptor antagonists (cimetidine type)	#NAME?	1983	1988	A02BA04	A02BA04 [ALIMENTARY TRACT AND METABOLISM: DRUGS FOR ACID RELATED DISORDERS: DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD): H2-receptor antagonists]	Anti-Ulcerative	US-6930119-B2	Synthetic Small Molecule	Y	N	Achiral Molecule	N	Y	N	N	N	Over-The-Counter				CN\C(=C/[N+](=O)[O-])\NCCSCc1csc(CN(C)C)n1
3409	CHEMBL8030	"Tolimidone (INN, USAN);"	0	CP-26154					1978				Anti-Ulcerative		Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				Cc1cccc(Oc2cnc(O)nc2)c1
654675	CHEMBL1180725	"Propantheline bromide (BAN, FDA, INN, JAN, USP);"	4		Ascot Hosp Pharmaceuticals Inc Div Travenol Laboratories Inc; Par Pharmaceutical Inc; Impax Laboratories Inc; Tablicaps Inc; Mylan Pharmaceuticals Inc; West-Ward Pharmaceuticals International Ltd; Private Formulations Inc; Sandoz Inc; Heather Drug Co Inc; Watson Laboratories Inc					1953	A03AB05	"A03AB05 [ALIMENTARY TRACT AND METABOLISM: DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS: DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS: Synthetic anticholinergics, quaternary ammonium compounds]"	Anticholinergic		Synthetic Small Molecule	Y	N	Achiral Molecule	N	Y	Y	N	N	Prescription-only				CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc3ccccc13)C(C)C
709600	CHEMBL1269025	"Edoxaban Tosylate (FDA, USAN); Edoxaban (INN, USAN);"	4	DU-176B; DU-176	Daiichi Sankyo Inc	#NAME?	antithrombotic: blood coagulation factor XA inhibitors	#NAME?	2009	2015	B01AF03	B01AF03 [BLOOD AND BLOOD FORMING ORGANS: ANTITHROMBOTIC AGENTS: ANTITHROMBOTIC AGENTS: Direct factor Xa inhibitors]		US-7365205-B2	Synthetic Small Molecule	N	N	Single Stereoisomer	N	Y	N	N	Y	Prescription-only				CN(C)C(=O)[C@H]1CC[C@H](NC(=O)C(=O)Nc2ccc(Cl)cn2)[C@@H](C1)NC(=O)c3nc4CCN(C)Cc4s3
685098	CHEMBL1213257	Amopyroquine (INN);	0												Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				Oc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1CN4CCCC4
421032	CHEMBL1509	"Drospirenone (BAN, FDA, INN, USAN);"	4	ZK-30595	Mayne Pharma Llc; Barr Laboratories Inc; Apotex Inc; Lupin Ltd; Bayer Healthcare Pharmaceuticals Inc; Novast Laboratories Ltd; Accord Healthcare Inc; Watson Laboratories Inc; Sandoz Inc; Glenmark Pharmaceuticals Ltd	#NAME?	aldosterone antagonists (spironolactone type)	#NAME?	1997	2001	G03AC10	G03AC10 [GENITO URINARY SYSTEM AND SEX HORMONES: SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM: HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE: Progestogens]	Aldosterone Antagonist	US-6441168-B1	Natural Product-derived	Y	N	Single Stereoisomer	N	Y	N	N	Y	Prescription-only				C[C@]12CCC(=O)C=C1[C@@H]3C[C@@H]3[C@@H]4[C@@H]2CC[C@@]5(C)[C@H]4[C@@H]6C[C@@H]6[C@@]57CCC(=O)O7
626453	CHEMBL1095097	"Eplerenone (FDA, INN, USAN);"	4	SC-66110; SC-6611O	Sandoz Inc; Gd Searle Llc; Apotex Inc	#NAME?	aldosterone antagonists (spironolactone type)	#NAME?	1997	2002	C03DA04	C03DA04 [CARDIOVASCULAR SYSTEM: DIURETICS: POTASSIUM-SPARING AGENTS: Aldosterone antagonists]	Antihypertensive; Aldosterone Antagonist	US-6410054-B1;US-6410524-B1	Natural Product-derived	Y	N	Single Stereoisomer	N	Y	N	N	Y	Prescription-only				COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]34O[C@@H]3C[C@@]5(C)[C@@H](CC[C@@]56CCC(=O)O6)[C@H]14
598323	CHEMBL589583	"Delapril HCl (JAN, USAN); Delapril (INN);"	3	REV-6000A		#NAME?	antihypertensives (ACE inhibitors)	#NAME?	1986		C09AA12	"C09AA12 [CARDIOVASCULAR SYSTEM: AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM: ACE INHIBITORS, PLAIN: ACE inhibitors, plain]"	Enzyme Inhibitor (angiotensin-converting); Antihypertensive		Synthetic Small Molecule	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N(CC(=O)O)C2Cc3ccccc3C2
597724	CHEMBL590754	"Filaminast (INN, USAN);"	0	WAY-PDA-641		#NAME?	"antiasthmatics/antiallergics (not acting primarily as antihistamines,leukotriene biosynthesis inhibitors)"	#NAME?	1996				Anti-Asthmatic (selective phosphodiesterase IV inhibitor)		Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				COc1ccc(cc1OC2CCCC2)\C(=N\OC(=O)N)\C
436607	CHEMBL271220	CORT-108297	1												Synthetic Small Molecule	N	N	Single Stereoisomer	N	N	N	N	N	Unknown				CCOC[C@@]12CN(CCC1=Cc3c(C2)cnn3c4ccc(F)cc4)S(=O)(=O)c5ccc(cc5)C(F)(F)F
675564	CHEMBL1201652	"Protein Hydrolysate (FDA, USP);"	4		B Braun Medical Inc; Abbvie Inc					1984			Replenisher (fluid and nutrient)		Unknown	N	N	Single Stereoisomer	N	N	Y	N	N	Discontinued				
92435	CHEMBL58355	"Piroximone (BAN, INN, USAN);"	0	MDL-19205					1985				Cardiotonic		Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				CCC1=C(NC(=O)N1)C(=O)c2ccncc2
699470	CHEMBL1237119	"Tresprostinil (FDA); Treprostinil Diolamine (FDA, USAN); Treprostinil (INN, USAN);"	4	LRX-15; 15AU81; UT-15	United Therapeutics Corp	-prost-	prostaglandins	-prost-	2002	2002	B01AC21	B01AC21 [BLOOD AND BLOOD FORMING ORGANS: ANTITHROMBOTIC AGENTS: ANTITHROMBOTIC AGENTS: Platelet aggregation inhibitors excl. heparin]		US-6521212-B1	Natural Product-derived	Y	N	Single Stereoisomer	N	Y	Y	Y	N	Prescription-only				CCCCC[C@H](O)CC[C@H]1[C@H](O)C[C@@H]2Cc3c(C[C@H]12)cccc3OCC(=O)O
255534	CHEMBL1297	"Fenoprofen (BAN, INN, USAN); Fenoprofen Calcium (BAN, FDA, JAN, USAN, USP);"	4	69323; 53858	Xspire Llc; Mylan Pharmaceuticals Inc; Par Pharmaceutical Inc; Dista Products Co Div Eli Lilly And Co; Actavis Elizabeth Llc; Quantum Pharmics Ltd; Aurolife Pharma Llc; Usl Pharma Inc; Halsey Drug Co Inc; American Therapeutics Inc	#NAME?	anti-inflammatory/analgesic agents (ibuprofen type)	#NAME?	1971	1976	M01AE04	"M01AE04 [MUSCULO-SKELETAL SYSTEM: ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS: ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS: Propionic acid derivatives]"	"Analgesic; Anti-Inflammatory,Anti-Inflammatory; Analgesic"		Synthetic Small Molecule	Y	N	Racemic Mixture	N	Y	N	N	Y	Prescription-only				CC(C(=O)O)c1cccc(Oc2ccccc2)c1
674619	CHEMBL1200668	"Calcium Chloride Ca 45 (USAN); Calcium Chloride (FDA, JAN, USAN, USP); Calcium Chloride Ca 47 (USAN);"	4		Abbott Laboratories Pharmaceutical Products Div; Alcon Pharmaceuticals Ltd; Baxter Healthcare Corp; Fresenius Medical Care North America; Alcon Laboratories Inc; Hospira Inc; Fresenius Kabi Usa Llc; Abbott Laboratories Hosp Products Div; B Braun Medical Inc; Fresenius Usa Inc				1963		G04BA03; A12AA07; B05XA07	G04BA03 [GENITO URINARY SYSTEM AND SEX HORMONES: UROLOGICALS: UROLOGICALS: Acidifiers]; A12AA07 [ALIMENTARY TRACT AND METABOLISM: MINERAL SUPPLEMENTS: CALCIUM: Calcium]; B05XA07 [BLOOD AND BLOOD FORMING ORGANS: BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS: I.V. SOLUTION ADDITIVES: Electrolyte solutions]	"Radioactive Agent,Replenisher (calcium)"	US-7084130-B2	Inorganic	N	N	Unknown	N	N	Y	N	N	Prescription-only				[Cl-].[Cl-].[Ca+2]
83245	CHEMBL54349	"Alpidem (BAN, INN, USAN);"	4	SL 80.0342-00		#NAME?	hypnotics/sedatives (zolpidem type)	#NAME?	1987				Anti-Anxiety Agent		Synthetic Small Molecule	N	N	Achiral Molecule	N	N	N	N	N	Withdrawn	1993	France	Hepatitis	CCCN(CCC)C(=O)Cc1c(nc2ccc(Cl)cn12)c3ccc(Cl)cc3
1223	CHEMBL421	"Sulfasalazine (BAN, FDA, INN, USAN, USP); Salazosulfapyridine (JAN);"	4	SAS-500	Sun Pharmaceutical Industries Inc; Pharmacia And Upjohn Co; Vintage Pharmaceuticals Inc; Watson Laboratories Inc; Sandoz Inc; Superpharm Corp; Solvay Pharmaceuticals; Heritage Pharmaceuticals Inc	-sal-; sulfa-	anti-inflammatory agents (salicylic acid derivatives); antimicrobials (sulfonamides derivatives)	-sal-; sulfa-	1975	1950	A07EC01	"A07EC01 [ALIMENTARY TRACT AND METABOLISM: ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS: INTESTINAL ANTIINFLAMMATORY AGENTS: Aminosalicylic acid and similar agents]"	Antibacterial		Synthetic Small Molecule	Y	N	Achiral Molecule	Y	Y	N	N	N	Prescription-only				OC(=O)c1cc(ccc1O)N=Nc2ccc(cc2)S(=O)(=O)Nc3ccccn3
373985	CHEMBL1440	"Tetracycline Metaphosphate (JAN); Tetracycline Phosphate Complex (BAN, FDA, USP); Tetracycline HCl (FDA, JAN, USP); Tetracycline (BAN, FDA, INN, JAN, USP);"	4		Warner Chilcott Inc; Forest Laboratories Llc; Angus Chemical Co; Pfizer Laboratories Div Pfizer Inc; Alpharma Us Pharmaceuticals Division; Mylan Pharmaceuticals Inc; Superpharm Corp; Hikma Pharmaceuticals Llc; Wyeth Ayerst Laboratories; Warner Chilcott Div Warner Lambert Co	#NAME?	antibiotics (tetracycline derivatives)	#NAME?		1953	S03AA02; S02AA08; J01AA07; D06AA04; A01AB13; S01AA09	S03AA02 [SENSORY ORGANS: OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS: ANTIINFECTIVES: Antiinfectives]; S02AA08 [SENSORY ORGANS: OTOLOGICALS: ANTIINFECTIVES: Antiinfectives]; J01AA07 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIBACTERIALS FOR SYSTEMIC USE: TETRACYCLINES: Tetracyclines]; D06AA04 [DERMATOLOGICALS: ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE: ANTIBIOTICS FOR TOPICAL USE: Tetracycline and derivatives]; A01AB13 [ALIMENTARY TRACT AND METABOLISM: STOMATOLOGICAL PREPARATIONS: STOMATOLOGICAL PREPARATIONS: Antiinfectives and antiseptics for local oral treatment]; S01AA09 [SENSORY ORGANS: OPHTHALMOLOGICALS: ANTIINFECTIVES: Antibiotics]	"Anti-Amebic; Antirickettsial; Antibacterial,Antibacterial,Antibacterial; Anti-Amebic; Antirickettsial"	US-6350468-B1	Natural Product-derived	N	N	Single Stereoisomer	N	Y	Y	Y	N	Prescription-only		United States		CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)C(=O)c4c(O)cccc4[C@@]3(C)O
26237	CHEMBL279898	"Enprofylline (INN, USAN);"	0	D-4028		#NAME?	theophylline derivatives	#NAME?	1985				Bronchodilator		Natural Product-derived	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				CCCN1C(=O)NC(=O)c2[nH]cnc12
255561	CHEMBL157443	"Butofilolol (INN, MI);"	0			#NAME?	beta-blockers (propranolol type)	#NAME?							Synthetic Small Molecule	Y	N	Racemic Mixture	N	N	N	N	N	Unknown				CCCC(=O)c1cc(F)ccc1OCC(O)CNC(C)(C)C
21938	CHEMBL19215	"Metergoline (BAN, INN, MI);"	4	MCE; FI-6337		-erg-	ergot alkaloid derivatives	-erg-			G02CB05	G02CB05 [GENITO URINARY SYSTEM AND SEX HORMONES: OTHER GYNECOLOGICALS: OTHER GYNECOLOGICALS: Prolactine inhibitors]			Natural Product-derived	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@H]3[C@H]1Cc4cn(C)c5cccc3c45
96947	CHEMBL64249	Clorotepine (INN);	0			#NAME?	tricyclic compounds	#NAME?							Synthetic Small Molecule	Y	N	Racemic Mixture	N	N	N	N	N	Unknown				CN1CCN(CC1)C2Cc3ccccc3Sc4ccc(Cl)cc24
7355	CHEMBL10445	Cloxacepride (INN);	0			#NAME?	sulpiride derivatives	#NAME?							Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				CCN(CC)CCNC(=O)c1cc(Cl)c(NC(=O)COc2ccc(Cl)cc2)cc1OC
16485	CHEMBL113	"Caffeine, Citrated (MI, NF); Caffeine (BAN, FDA, JAN, USP); Caffeine Citrate (FDA);"	4		Luitpold Pharmaceuticals Inc; Actavis Laboratories Ut Inc; Quantum Pharmics Ltd; Fresenius Kabi Usa Llc; West-Ward Pharmaceutical Corp; Glaxosmithkline Consumer Healthcare; Halsey Drug Co Inc; Ingenus Pharmaceuticals Nj Llc; Dm Graham Laboratories Inc; Mayne Pharma Inc					1948	N06BC01	"N06BC01 [NERVOUS SYSTEM: PSYCHOANALEPTICS: PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS: Xanthine derivatives]"	Stimulant (central)	US-5972916-A	Natural Product-derived	Y	N	Achiral Molecule	N	Y	Y	Y	N	Over-The-Counter				CN1C(=O)N(C)c2ncn(C)c2C1=O
33727	CHEMBL711	"Phenindione (BAN, FDA, INN, USP);"	4		Sanofi Aventis Us Llc					1982	B01AA02	B01AA02 [BLOOD AND BLOOD FORMING ORGANS: ANTITHROMBOTIC AGENTS: ANTITHROMBOTIC AGENTS: Vitamin K antagonists]			Synthetic Small Molecule	Y	N	Achiral Molecule	N	Y	N	N	N	Discontinued				O=C1C(C(=O)c2ccccc12)c3ccccc3
994150	CHEMBL1570266	"Butonate (INN, USAN);"	0	ENT-20852					1973				Anthelmintic		Synthetic Small Molecule	Y	N	Racemic Mixture	N	N	N	N	N	Unknown				CCCC(=O)OC(C(Cl)(Cl)Cl)P(=O)(OC)OC
561520	CHEMBL539697	"Dabigatran etexilate (INN, USAN); Dabigatran Etexilate Mesylate (FDA, USAN);"	4	BIBR-1048-MS; BIBR-1048-BS-RS1; BIBR-1048	Boehringer Ingelheim Pharmaceuticals Inc	#NAME?	thrombin inhibitors (argatroban type)	#NAME?	2008	2010	B01AE07	B01AE07 [BLOOD AND BLOOD FORMING ORGANS: ANTITHROMBOTIC AGENTS: ANTITHROMBOTIC AGENTS: Direct thrombin inhibitors]		US-6087380-A	Synthetic Small Molecule	N	N	Achiral Molecule	Y	Y	N	N	Y	Prescription-only				CCCCCCOC(=O)\N=C(/N)\c1ccc(NCc2nc3cc(ccc3n2C)C(=O)N(CCC(=O)OCC)c4ccccn4)cc1
112701	CHEMBL304818	"Docebenone (INN, USAN);"	0	AA-861; A-61589					1989				Inhibitor (5-lipoxygenase)		Synthetic Small Molecule	N	N	Achiral Molecule	N	N	N	N	N	Unknown				CC1=C(C)C(=O)C(=C(C)C1=O)CCCCC#CCCCC#CCO
942033	CHEMBL1518149	Indocate (INN);	0												Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				CN(C)CCOC(=O)c1ccc2c(c1)c(C)c(C)n2Cc3ccccc3
1103624	CHEMBL1722893	Pipethanate Ethobromide (JAN); Pipethanate HCl (JAN); Pipethanate (INN); Piperilate (MI);	0												Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				OC(C(=O)OCCN1CCCCC1)(c2ccccc2)c3ccccc3
350339	CHEMBL1411	"Lisofylline (INN, USAN);"	2	CT-1501R		#NAME?	theophylline derivatives	#NAME?	1994				Immunomodulator		Natural Product-derived	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				C[C@@H](O)CCCCN1C(=O)N(C)c2ncn(C)c2C1=O
378225	CHEMBL1449	"Ticarcillin Disodium (FDA, USAN, USP); Ticarcillin Monosodium (USP); Ticarcillin (BAN, INN); Ticarcillin Sodium (JAN);"	4	BRL-2288	Glaxosmithkline Intellectual Property No 2 Ltd England; Glaxosmithkline	#NAME?	penicillins	#NAME?	1973	1976	J01CA13	"J01CA13 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIBACTERIALS FOR SYSTEMIC USE: BETA-LACTAM ANTIBACTERIALS, PENICILLINS: Penicillins with extended spectrum]"	Antibacterial		Natural Product-derived	Y	N	Single Stereoisomer	N	N	Y	N	N	Prescription-only				CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O
480746	CHEMBL1639	"Aliskiren (INN, USAN); Aliskiren Fumarate (USAN); Aliskiren hemifumarate (FDA);"	4	SPP100	Novartis Pharmaceuticals Corp; Noden Pharma Dac	#NAME?	renin inhibitors	#NAME?	2005	2007	C09XA02	C09XA02 [CARDIOVASCULAR SYSTEM: AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM: OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM: Renin-inhibitors]		US-5559111-A	Synthetic Small Molecule	N	Y	Single Stereoisomer	N	Y	N	N	Y	Prescription-only				COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(=O)N)C(C)C)ccc1OC
