MOLECULE_CHEMBL_ID	MOLECULE_NAME	MOLECULE_TYPE	FIRST_APPROVAL	MESH_ID	MESH_HEADING	EFO_ID	EFO_NAME	MAX_PHASE_FOR_IND	USAN_YEAR	REFS
CHEMBL645	Bisoprolol	Small molecule	1992	D007863	LECITHIN ACYLTRANSFERASE DEFICIENCY	Orphanet:79292	FISH-EYE DISEASE	1	1987	ClinicalTrials$$NCT01744873$$https://clinicaltrials.gov/search?id=%22NCT01744873%22
CHEMBL1437	Norepinephrine	Small molecule	1950	D051437	RENAL INSUFFICIENCY	HP:0000083	RENAL INSUFFICIENCY	0	1980	ClinicalTrials$$NCT02789150$$https://clinicaltrials.gov/search?id=%22NCT02789150%22
CHEMBL1428	Nimodipine	Small molecule	1988	D002532	INTRACRANIAL ANEURYSM	EFO:0003870	BRAIN ANEURYSM	1	1979	ClinicalTrials$$NCT01893190$$https://clinicaltrials.gov/search?id=%22NCT01893190%22
CHEMBL723	Carvedilol	Small molecule	1995	D006976	HYPERTENSION, PULMONARY	EFO:0001361	PULMONARY HYPERTENSION	2	1988	ClinicalTrials$$NCT01723371,NCT02507011,NCT00964678,NCT02120339$$https://clinicaltrials.gov/search?id=%22NCT01723371%22OR%22NCT02507011%22OR%22NCT00964678%22OR%22NCT02120339%22
CHEMBL723	Carvedilol	Small molecule	1995	D014029	TOBACCO USE DISORDER	EFO:0003768	NICOTINE DEPENDENCE	2	1988	ClinicalTrials$$NCT00773357$$https://clinicaltrials.gov/search?id=%22NCT00773357%22
CHEMBL832	Sulfinpyrazone	Small molecule	1959	D006073	GOUT	EFO:0004274	GOUT	4		ATC$$M04AB02$$http://www.whocc.no/atc_ddd_index/?code=M04AB02
CHEMBL429910	Dapagliflozin	Small molecule	2014	D003920	DIABETES MELLITUS	EFO:0000400	DIABETES MELLITUS	3	2007	ClinicalTrials$$NCT00726505,NCT01294436,NCT02096705,NCT00546741,NCT02229396,NCT02681094$$https://clinicaltrials.gov/search?id=%22NCT00726505%22OR%22NCT01294436%22OR%22NCT02096705%22OR%22NCT00546741%22OR%22NCT02229396%22OR%22NCT02681094%22
CHEMBL1538	Tenofovir Disoproxil	Small molecule	2001	D000163	ACQUIRED IMMUNODEFICIENCY SYNDROME	EFO:0000765	AIDS	3	1999	ClinicalTrials$$NCT02670772$$https://clinicaltrials.gov/search?id=%22NCT02670772%22
CHEMBL218291	Forodesine	Small molecule		D009369	NEOPLASMS	EFO:0000311	CANCER	1	2000	ClinicalTrials$$NCT00823355$$https://clinicaltrials.gov/search?id=%22NCT00823355%22
CHEMBL121	Rosiglitazone	Small molecule	1999	D012509	SARCOMA	EFO:0000691	SARCOMA	2	1997	ClinicalTrials$$NCT00004180$$https://clinicaltrials.gov/search?id=%22NCT00004180%22
CHEMBL1187833	Umeclidinium	Small molecule	2013	D029424	PULMONARY DISEASE, CHRONIC OBSTRUCTIVE	EFO:0000341	CHRONIC OBSTRUCTIVE PULMONARY DISEASE	4	2011	DailyMed$$setid=dbb64747-1505-49d7-9a33-99dd402e96d3$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=dbb64747-1505-49d7-9a33-99dd402e96d3####ClinicalTrials$$NCT01491802,NCT01313637,NCT01316887,NCT01013974,NCT01636713,NCT01316900,NCT01372410,NCT01376388,NCT00732472,NCT01521390,NCT01128634,NCT02236611,NCT01387230,NCT01362257,NCT00475436,NCT02207829,NCT01110018,NCT01316913,NCT00976144,NCT01030965,NCT01702363,NCT01521377,NCT01323660$$https://clinicaltrials.gov/search?id=%22NCT01491802%22OR%22NCT01313637%22OR%22NCT01316887%22OR%22NCT01013974%22OR%22NCT01636713%22OR%22NCT01316900%22OR%22NCT01372410%22OR%22NCT01376388%22OR%22NCT00732472%22OR%22NCT01521390%22OR%22NCT01128634%22OR%22NCT02236611%22OR%22NCT01387230%22OR%22NCT01362257%22OR%22NCT00475436%22OR%22NCT02207829%22OR%22NCT01110018%22OR%22NCT01316913%22OR%22NCT00976144%22OR%22NCT01030965%22OR%22NCT01702363%22OR%22NCT01521377%22OR%22NCT01323660%22####ClinicalTrials$$NCT02184611,NCT01772147$$https://clinicaltrials.gov/search?id=%22NCT02184611%22OR%22NCT01772147%22####DailyMed$$setid=2dbd0671-c565-40c5-bf0f-e324db26799c$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2dbd0671-c565-40c5-bf0f-e324db26799c
CHEMBL454801	Ubidecarenone	Small molecule		D002318	CARDIOVASCULAR DISEASES	EFO:0000319	CARDIOVASCULAR DISEASE	4		ATC$$C01EB09$$http://www.whocc.no/atc_ddd_index/?code=C01EB09
CHEMBL203321	Hexadecyloxypropyl Cidofovir	Small molecule		D003586	CYTOMEGALOVIRUS INFECTIONS	EFO:0001062	CYTOMEGALOVIRUS INFECTION	3	2013	ClinicalTrials$$NCT00942305,NCT02439970$$https://clinicaltrials.gov/search?id=%22NCT00942305%22OR%22NCT02439970%22
CHEMBL1683590	Eribulin	Small molecule	2010	D001943	BREAST NEOPLASMS	EFO:0003869	BREAST NEOPLASM	4	2006	ClinicalTrials$$NCT02061085$$https://clinicaltrials.gov/search?id=%22NCT02061085%22####ClinicalTrials$$NCT00097721$$https://clinicaltrials.gov/search?id=%22NCT00097721%22
CHEMBL190	Theophylline	Small molecule	1940	D000532	ALTITUDE SICKNESS	EFO:1000782	ALTITUDE SICKNESS	1	1964	ClinicalTrials$$NCT01794078$$https://clinicaltrials.gov/search?id=%22NCT01794078%22
CHEMBL190	Theophylline	Small molecule	1940	D001749	URINARY BLADDER NEOPLASMS	EFO:0000292	BLADDER CARCINOMA	0	1964	ClinicalTrials$$NCT01240824$$https://clinicaltrials.gov/search?id=%22NCT01240824%22
CHEMBL1256391	Pirfenidone	Small molecule	2011	D001989	BRONCHIOLITIS OBLITERANS	EFO:0007183	BRONCHIOLITIS OBLITERANS	2	1975	ClinicalTrials$$NCT02262299$$https://clinicaltrials.gov/search?id=%22NCT02262299%22
CHEMBL1256391	Pirfenidone	Small molecule	2011	D012595	SCLERODERMA, SYSTEMIC	EFO:0000717	SYSTEMIC SCLERODERMA	2	1975	ClinicalTrials$$NCT01933334$$https://clinicaltrials.gov/search?id=%22NCT01933334%22
CHEMBL1771	Clopidogrel	Small molecule	1997	D000789	ANGINA, UNSTABLE	EFO:1000985	INTERMEDIATE CORONARY SYNDROME	4	1997	DailyMed$$setid=063cd1eb-98fd-422e-8145-bba04c497efe$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=063cd1eb-98fd-422e-8145-bba04c497efe
CHEMBL660	Amantadine	Small molecule	1968	D007239	INFECTION	EFO:0000544	INFECTION	4	1964	DailyMed$$setid=076740b2-9a76-45e9-9d56-87e9f3b96e97$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=076740b2-9a76-45e9-9d56-87e9f3b96e97####DailyMed$$setid=944ab74b-2657-4821-9f2a-e695b5f24d97$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=944ab74b-2657-4821-9f2a-e695b5f24d97####DailyMed$$setid=c40ecd11-0b6e-4f13-bfba-8f011c60ca16$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c40ecd11-0b6e-4f13-bfba-8f011c60ca16####DailyMed$$setid=7ef565b0-00ac-428e-b00c-e0c905659ecd$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7ef565b0-00ac-428e-b00c-e0c905659ecd####FDA$$label/2009/016023s041,018101s016lbl.pdf$$http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/016023s041,018101s016lbl.pdf####DailyMed$$setid=15b8c51d-e066-49bf-8302-6ddfc2702ba6$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=15b8c51d-e066-49bf-8302-6ddfc2702ba6####DailyMed$$setid=c74c9424-278d-4a52-8866-db66f6c3ac67$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c74c9424-278d-4a52-8866-db66f6c3ac67####DailyMed$$setid=4fb81272-194b-476e-a5a9-ea5c1d31c69f$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4fb81272-194b-476e-a5a9-ea5c1d31c69f####DailyMed$$setid=63d9d4aa-5f92-45b0-98d0-d6ec38b727cb$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=63d9d4aa-5f92-45b0-98d0-d6ec38b727cb####DailyMed$$setid=a2caed21-e9a3-228e-70a8-de30a1b368be$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a2caed21-e9a3-228e-70a8-de30a1b368be####DailyMed$$setid=c446aed2-1add-4b09-9cc2-69ab95ae12d2$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c446aed2-1add-4b09-9cc2-69ab95ae12d2####DailyMed$$setid=062b646c-5ad9-4836-9e47-8678e1f2da7e$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=062b646c-5ad9-4836-9e47-8678e1f2da7e####DailyMed$$setid=5232b933-1df9-43b4-8ac2-61bfa4855e68$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5232b933-1df9-43b4-8ac2-61bfa4855e68####DailyMed$$setid=5989098d-2855-4b5f-9a06-64a83656c078$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5989098d-2855-4b5f-9a06-64a83656c078####DailyMed$$setid=ce3e1ae0-17f4-4fa3-9d9c-4239c54ae6ea$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ce3e1ae0-17f4-4fa3-9d9c-4239c54ae6ea####DailyMed$$setid=01417f60-dbf3-4041-bf3c-51e6c9216f06$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=01417f60-dbf3-4041-bf3c-51e6c9216f06####DailyMed$$setid=070d3275-4b91-441f-a4e6-5a67b7d768a5$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=070d3275-4b91-441f-a4e6-5a67b7d768a5####DailyMed$$setid=2b6e5b07-b3ba-4717-9ccd-029c0b08cc7f$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2b6e5b07-b3ba-4717-9ccd-029c0b08cc7f####DailyMed$$setid=33a3e25d-80fa-479f-a419-d9487281deff$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=33a3e25d-80fa-479f-a419-d9487281deff####DailyMed$$setid=baec41e5-d898-4fff-8261-de39f23bcb1e$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=baec41e5-d898-4fff-8261-de39f23bcb1e####DailyMed$$setid=da693bb0-0cc8-485d-89a7-c8cf28d440f3$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=da693bb0-0cc8-485d-89a7-c8cf28d440f3####DailyMed$$setid=fc78c074-3ca8-4e29-9c18-8fab97558fc2$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fc78c074-3ca8-4e29-9c18-8fab97558fc2####DailyMed$$setid=0637f133-1f9d-48b3-b82f-a4e16f926cd6$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0637f133-1f9d-48b3-b82f-a4e16f926cd6####DailyMed$$setid=99351f6a-82d7-4d3b-a214-e48260a63d05$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=99351f6a-82d7-4d3b-a214-e48260a63d05####DailyMed$$setid=be411327-5ac7-46df-b5e4-32a11b419b15$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=be411327-5ac7-46df-b5e4-32a11b419b15
CHEMBL13	Metoprolol	Small molecule	1978	D029424	PULMONARY DISEASE, CHRONIC OBSTRUCTIVE	EFO:0000341	CHRONIC OBSTRUCTIVE PULMONARY DISEASE	3	1976	ClinicalTrials$$NCT02587351$$https://clinicaltrials.gov/search?id=%22NCT02587351%22
CHEMBL49	Buspirone	Small molecule	1986	D001008	ANXIETY DISORDERS	EFO:0006788	ANXIETY DISORDER	4	1973	DailyMed$$setid=0eefdd8d-7745-47ae-a204-f35687f3db11$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0eefdd8d-7745-47ae-a204-f35687f3db11####DailyMed$$setid=24d84191-4b29-4a81-a9db-e2d35ee3944f$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=24d84191-4b29-4a81-a9db-e2d35ee3944f####DailyMed$$setid=337ba17d-bfc5-40d8-9c57-978fe38d842f$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=337ba17d-bfc5-40d8-9c57-978fe38d842f####DailyMed$$setid=39b47c87-cc43-4950-bf86-218992a0e2ef$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=39b47c87-cc43-4950-bf86-218992a0e2ef####DailyMed$$setid=7d058f05-0cd9-39d7-3f27-14b39374855d$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7d058f05-0cd9-39d7-3f27-14b39374855d####DailyMed$$setid=b971e151-4a68-4c01-8f9b-8c56f6bad18a$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b971e151-4a68-4c01-8f9b-8c56f6bad18a####DailyMed$$setid=ff02c7cb-f96a-4a3b-99a2-812cd78b345c$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ff02c7cb-f96a-4a3b-99a2-812cd78b345c####DailyMed$$setid=0bd85514-0267-47ba-a6ee-232ec24413d8$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0bd85514-0267-47ba-a6ee-232ec24413d8####DailyMed$$setid=8ed30856-84d2-dd2b-04d4-b101f6030bc0$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8ed30856-84d2-dd2b-04d4-b101f6030bc0####DailyMed$$setid=b150e196-4af1-4f56-abce-0324d322c082$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b150e196-4af1-4f56-abce-0324d322c082####DailyMed$$setid=ed60a885-6b02-48c8-979f-27d371e91d6e$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ed60a885-6b02-48c8-979f-27d371e91d6e####DailyMed$$setid=f35ec9aa-2be6-40c9-9112-b9e3b80f8fa8$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f35ec9aa-2be6-40c9-9112-b9e3b80f8fa8####DailyMed$$setid=f61184d1-e34a-4a84-9432-a7bacf09e818$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f61184d1-e34a-4a84-9432-a7bacf09e818####DailyMed$$setid=1bbebece-7102-4a4e-8efd-69a8e333d084$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1bbebece-7102-4a4e-8efd-69a8e333d084####DailyMed$$setid=239dcefe-45a9-48f5-a6f1-1ac6546e0da2$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=239dcefe-45a9-48f5-a6f1-1ac6546e0da2####DailyMed$$setid=2ae6f5c5-8069-4113-b06b-1e7f2846ed6d$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2ae6f5c5-8069-4113-b06b-1e7f2846ed6d####DailyMed$$setid=547d2a83-fa9e-44e9-9538-fe7f9be92ebb$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=547d2a83-fa9e-44e9-9538-fe7f9be92ebb####DailyMed$$setid=6a3d3632-418d-491a-bebe-5ba9936eb930$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6a3d3632-418d-491a-bebe-5ba9936eb930####DailyMed$$setid=8351a3c5-e06e-4d27-a504-f36e0b22d41f$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8351a3c5-e06e-4d27-a504-f36e0b22d41f####DailyMed$$setid=9a702362-39cb-4171-8d64-f37fa7e1f638$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9a702362-39cb-4171-8d64-f37fa7e1f638####DailyMed$$setid=9fcb2e6c-b61b-f4aa-519a-47cfb7cf0f47$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9fcb2e6c-b61b-f4aa-519a-47cfb7cf0f47####DailyMed$$setid=a3fe0ccd-565f-4d0a-a7ba-2fad7a819358$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a3fe0ccd-565f-4d0a-a7ba-2fad7a819358####DailyMed$$setid=ae450460-d5e2-4bc9-8a22-eee0018b3c69$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ae450460-d5e2-4bc9-8a22-eee0018b3c69####DailyMed$$setid=bbf2015c-0093-4e53-b25e-33f5d2987a7a$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bbf2015c-0093-4e53-b25e-33f5d2987a7a####DailyMed$$setid=cff9f09a-1ea2-4968-b57b-e62bebaae238$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cff9f09a-1ea2-4968-b57b-e62bebaae238####DailyMed$$setid=f3c8a926-0440-47d7-9e3d-415a2211a515$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f3c8a926-0440-47d7-9e3d-415a2211a515
CHEMBL762	Oxymetazoline	Small molecule	1986	D012220	RHINITIS	HP:0012384	RHINITIS	3	1963	ClinicalTrials$$NCT02601235$$https://clinicaltrials.gov/search?id=%22NCT02601235%22
CHEMBL762	Oxymetazoline	Small molecule	1986	D012393	ROSACEA	EFO:1000760	ROSACEA	3	1963	ClinicalTrials$$NCT02132117,NCT02095158$$https://clinicaltrials.gov/search?id=%22NCT02132117%22OR%22NCT02095158%22
CHEMBL762	Oxymetazoline	Small molecule	1986	D005128	EYE DISEASES	EFO:0003966	EYE DISEASE	3	1963	ClinicalTrials$$NCT01481519$$https://clinicaltrials.gov/search?id=%22NCT01481519%22
CHEMBL88	Cyclophosphamide	Small molecule	1959	D006086	GRAFT VS HOST DISEASE	EFO:0004599	ACUTE GRAFT VS. HOST DISEASE	2		ClinicalTrials$$NCT02876679$$https://clinicaltrials.gov/search?id=%22NCT02876679%22
CHEMBL88	Cyclophosphamide	Small molecule	1959	D011471	PROSTATIC NEOPLASMS	EFO:0001663	PROSTATE CARCINOMA	1		ClinicalTrials$$NCT01140373,NCT02390063,NCT00753220$$https://clinicaltrials.gov/search?id=%22NCT01140373%22OR%22NCT02390063%22OR%22NCT00753220%22
CHEMBL88	Cyclophosphamide	Small molecule	1959	D009404	NEPHROTIC SYNDROME	EFO:0004255	NEPHROTIC SYNDROME	3		ClinicalTrials$$NCT02257697,NCT01092962$$https://clinicaltrials.gov/search?id=%22NCT02257697%22OR%22NCT01092962%22
CHEMBL88	Cyclophosphamide	Small molecule	1959	D008545	MELANOMA	EFO:0000389	CUTANEOUS MELANOMA	2		ClinicalTrials$$NCT00118274$$https://clinicaltrials.gov/search?id=%22NCT00118274%22
CHEMBL1433	Doxycycline	Small molecule	1967	D000152	ACNE VULGARIS	EFO:0003894	ACNE	4	1966	ClinicalTrials$$NCT00688064,NCT00635609$$https://clinicaltrials.gov/search?id=%22NCT00688064%22OR%22NCT00635609%22####ClinicalTrials$$NCT00612573,NCT01301586,NCT00419848,NCT02713607,NCT01320033$$https://clinicaltrials.gov/search?id=%22NCT00612573%22OR%22NCT01301586%22OR%22NCT00419848%22OR%22NCT02713607%22OR%22NCT01320033%22
CHEMBL1433	Doxycycline	Small molecule	1967	D009203	MYOCARDIAL INFARCTION	EFO:0000612	MYOCARDIAL INFARCTION	2	1966	ClinicalTrials$$NCT00469261$$https://clinicaltrials.gov/search?id=%22NCT00469261%22
CHEMBL1655	Toremifene	Small molecule	1997	D001943	BREAST NEOPLASMS	EFO:0003869	BREAST NEOPLASM	2	1988	ClinicalTrials$$NCT00437359$$https://clinicaltrials.gov/search?id=%22NCT00437359%22
CHEMBL1349	Valacyclovir	Small molecule	1995	D006560	HERPES LABIALIS	EFO:1001347	HERPES LABIALIS	4	1993	DailyMed$$setid=9d6b1146-e7c6-40d5-abe5-46321f4b9b1a$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9d6b1146-e7c6-40d5-abe5-46321f4b9b1a####DailyMed$$setid=cf0ca407-3a63-4741-ba63-8f164f797b79$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cf0ca407-3a63-4741-ba63-8f164f797b79####DailyMed$$setid=d8242d35-ee3a-4008-81a0-70cdd84a1e7c$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d8242d35-ee3a-4008-81a0-70cdd84a1e7c
CHEMBL1201772	Prasugrel	Small molecule	2009	D054058	ACUTE CORONARY SYNDROME	EFO:0005672	ACUTE CORONARY SYNDROME	4	2004	DailyMed$$setid=5fe9c118-c44b-48d7-a142-9668ae3df0c6$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5fe9c118-c44b-48d7-a142-9668ae3df0c6####ClinicalTrials$$NCT01790854,NCT01115738,NCT00830960,NCT01452152,NCT01609647,NCT02215993,NCT01505790,NCT01339026,NCT01959451,NCT01493999,NCT02193971,NCT01107899,NCT01642966,NCT01015287,NCT01538446,NCT01641510,NCT01944800,NCT00385944,NCT01365221,NCT02944123,NCT02487732$$https://clinicaltrials.gov/search?id=%22NCT01790854%22OR%22NCT01115738%22OR%22NCT00830960%22OR%22NCT01452152%22OR%22NCT01609647%22OR%22NCT02215993%22OR%22NCT01505790%22OR%22NCT01339026%22OR%22NCT01959451%22OR%22NCT01493999%22OR%22NCT02193971%22OR%22NCT01107899%22OR%22NCT01642966%22OR%22NCT01015287%22OR%22NCT01538446%22OR%22NCT01641510%22OR%22NCT01944800%22OR%22NCT00385944%22OR%22NCT01365221%22OR%22NCT02944123%22OR%22NCT02487732%22####DailyMed$$setid=cb684ad9-0b72-406f-8a07-a419254ccd36$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cb684ad9-0b72-406f-8a07-a419254ccd36####DailyMed$$setid=78d7f193-583d-4dca-9d3c-6af81fbae2f4$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=78d7f193-583d-4dca-9d3c-6af81fbae2f4
CHEMBL1201236	Carbidopa	Small molecule	1975	D014029	TOBACCO USE DISORDER	EFO:0003768	NICOTINE DEPENDENCE	1	1972	ClinicalTrials$$NCT02633839$$https://clinicaltrials.gov/search?id=%22NCT02633839%22
CHEMBL41	Fluoxetine	Small molecule	1987	D003866	DEPRESSIVE DISORDER	EFO:0003761	UNIPOLAR DEPRESSION	4	1975	ATC$$N06AB03$$http://www.whocc.no/atc_ddd_index/?code=N06AB03####ClinicalTrials$$NCT00913718,NCT00913588$$https://clinicaltrials.gov/search?id=%22NCT00913718%22OR%22NCT00913588%22####ClinicalTrials$$NCT02709746,NCT01802437,NCT01808612,NCT01545843,NCT00849901,NCT00557427,NCT00118404,NCT02916238,NCT01687478,NCT01185977,NCT01075529,NCT00958568,NCT02017535,NCT01824433,NCT00958204,NCT02709655,NCT02431806,NCT01204086,NCT00666757,NCT00849693,NCT00296725,NCT02372799,NCT01808651,NCT01360190,NCT01372150,NCT00183664$$https://clinicaltrials.gov/search?id=%22NCT02709746%22OR%22NCT01802437%22OR%22NCT01808612%22OR%22NCT01545843%22OR%22NCT00849901%22OR%22NCT00557427%22OR%22NCT00118404%22OR%22NCT02916238%22OR%22NCT01687478%22OR%22NCT01185977%22OR%22NCT01075529%22OR%22NCT00958568%22OR%22NCT02017535%22OR%22NCT01824433%22OR%22NCT00958204%22OR%22NCT02709655%22OR%22NCT02431806%22OR%22NCT01204086%22OR%22NCT00666757%22OR%22NCT00849693%22OR%22NCT00296725%22OR%22NCT02372799%22OR%22NCT01808651%22OR%22NCT01360190%22OR%22NCT01372150%22OR%22NCT00183664%22
CHEMBL637	Venlafaxine	Small molecule	1993	D003866	DEPRESSIVE DISORDER	EFO:0003761	UNIPOLAR DEPRESSION	4	1989	ATC$$N06AX16$$http://www.whocc.no/atc_ddd_index/?code=N06AX16####ClinicalTrials$$NCT02181231,NCT01571453,NCT01557712,NCT01977378,NCT01441440,NCT00766870,NCT00448058,NCT00043550,NCT02086929,NCT00584974,NCT02263248,NCT01114698,NCT00018902,NCT01485887$$https://clinicaltrials.gov/search?id=%22NCT02181231%22OR%22NCT01571453%22OR%22NCT01557712%22OR%22NCT01977378%22OR%22NCT01441440%22OR%22NCT00766870%22OR%22NCT00448058%22OR%22NCT00043550%22OR%22NCT02086929%22OR%22NCT00584974%22OR%22NCT02263248%22OR%22NCT01114698%22OR%22NCT00018902%22OR%22NCT01485887%22####ClinicalTrials$$NCT00839423$$https://clinicaltrials.gov/search?id=%22NCT00839423%22
CHEMBL637	Venlafaxine	Small molecule	1993	D001007	ANXIETY	EFO:0005230	ANXIETY	2	1989	ClinicalTrials$$NCT00083980$$https://clinicaltrials.gov/search?id=%22NCT00083980%22
CHEMBL639	Azelastine	Small molecule	1996	D006255	RHINITIS, ALLERGIC, SEASONAL	EFO:0003956	SEASONAL ALLERGIC RHINITIS	4	1984	DailyMed$$setid=944349ca-7cdb-441a-8fd0-b8616857d338$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=944349ca-7cdb-441a-8fd0-b8616857d338####DailyMed$$setid=305c6dc8-8247-473d-9975-b02903af6d53$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=305c6dc8-8247-473d-9975-b02903af6d53####ClinicalTrials$$NCT00660829,NCT00883168,NCT00651118,NCT00824473,NCT00719862,NCT00720278,NCT00660517,NCT00740792$$https://clinicaltrials.gov/search?id=%22NCT00660829%22OR%22NCT00883168%22OR%22NCT00651118%22OR%22NCT00824473%22OR%22NCT00719862%22OR%22NCT00720278%22OR%22NCT00660517%22OR%22NCT00740792%22####DailyMed$$setid=666f0e35-577d-4ebf-b3ed-3660725f8277$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=666f0e35-577d-4ebf-b3ed-3660725f8277####DailyMed$$setid=0e979fc0-353c-11dc-8dea-0002a5d5c51b$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0e979fc0-353c-11dc-8dea-0002a5d5c51b####DailyMed$$setid=4f58c203-f649-a18e-aaf3-70b0797652f4$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4f58c203-f649-a18e-aaf3-70b0797652f4####DailyMed$$setid=0a1de051-166f-4b9e-9bdc-a9557b29770a$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0a1de051-166f-4b9e-9bdc-a9557b29770a####DailyMed$$setid=4b114460-7a1c-11df-8b19-0002a5d5c51b$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4b114460-7a1c-11df-8b19-0002a5d5c51b
CHEMBL1117	Idarubicin	Small molecule	1990	D015470	LEUKEMIA, MYELOID, ACUTE	EFO:0000222	ACUTE MYELOID LEUKEMIA	2	1987	ClinicalTrials$$NCT01015196$$https://clinicaltrials.gov/search?id=%22NCT01015196%22
CHEMBL1336	Sorafenib	Small molecule	2005	D009101	MULTIPLE MYELOMA	EFO:0001378	MULTIPLE MYELOMA	2	2007	ClinicalTrials$$NCT00253578$$https://clinicaltrials.gov/search?id=%22NCT00253578%22
CHEMBL481	Irinotecan	Small molecule	1996	D009369	NEOPLASMS	EFO:0000311	CANCER	1	1995	ClinicalTrials$$NCT02049593$$https://clinicaltrials.gov/search?id=%22NCT02049593%22
CHEMBL481	Irinotecan	Small molecule	1996	D005910	GLIOMA	EFO:0000326	CENTRAL NERVOUS SYSTEM CANCER	2	1995	ClinicalTrials$$NCT00003134$$https://clinicaltrials.gov/search?id=%22NCT00003134%22
